impression_id,campaign_id,channel,platform,timestamp,device_type,country,cost_micros
f8ddc826-5e69-4f55-8d72-ffe187b35c27,C022,Google_Ads,google,2025-01-21 06:34:48,mobile,FR,286168
75a2c940-f011-4075-9a93-88d021426b6e,C029,Meta_Ads,meta,2025-10-17 08:53:15,mobile,DE,247550
db98702c-b891-4682-b63e-e59cdf3c3353,C016,Google_Ads,google,2025-11-19 09:06:41,tablet,ES,31522
8c9ada4b-bc3e-4ea6-a7b8-5d2bddbb0dbb,C042,Email,email,2024-01-23 22:12:45,mobile,FR,92194
31a68e2e-7f1e-46f2-a9cc-4091faee546b,C027,LinkedIn_Ads,linkedin,2026-01-17 18:20:33,mobile,PT,478139
7acee65f-d922-4dcb-8e22-4d9eb0e09b61,C004,Meta_Ads,meta,2025-08-11 17:08:31,mobile,PT,144042
ceb643b0-ebec-419a-8460-fe077633a3fd,C030,TikTok_Ads,tiktok,2025-10-19 02:51:43,tablet,UK,415707
15c72087-c9b1-45ec-8f8b-8d22c640f01c,C036,SEO,organic,2026-01-26 00:25:31,mobile,FR,160560
85c27f60-37b8-49a0-a17f-c0342b4ab69f,C014,Google_Ads,google,2024-04-04 16:39:46,tablet,DE,34971
eb0c82bc-9e47-4f61-a899-3cbb1cbbeee2,C004,Email,email,2026-01-10 15:57:51,tablet,IT,87540
e1d7675b-8cab-47fa-a9da-ff5f8da539ac,C004,Email,email,2024-05-04 10:46:18,mobile,ES,316969
dbbe5d7d-e5d0-484f-87cb-fe0cfd600395,C005,SEO,organic,2024-12-31 09:02:12,desktop,ES,498667
1cfa65cf-0dd7-4917-aea1-c4f9081924d8,C037,Meta_Ads,meta,2024-03-02 17:40:35,tablet,ES,224794
80a68db4-734e-46b1-86d8-9919f51e6fe5,C043,Email,email,2025-05-06 11:07:21,desktop,FR,356129
99a77cc8-0e2b-4686-a403-cce64c0440bd,C046,TikTok_Ads,tiktok,2025-01-05 18:51:26,desktop,PT,73617
710c72bf-6220-4065-9d12-b1c81bd18d57,C043,SEO,organic,2025-04-11 00:42:06,desktop,DE,492073
1680f12c-9648-4184-9ec0-22470540199b,C049,Google_Ads,google,2024-01-15 11:18:19,desktop,IT,300170
d316b651-a0d9-473f-9f28-a334f0dc3cde,C007,Google_Ads,google,2024-11-27 02:58:07,tablet,DE,74445
90b997fc-0100-4c3d-91a2-32a79f26e49e,C023,Google_Ads,google,2025-01-14 11:34:59,desktop,DE,87704
b0f15393-03aa-4fc1-8bf3-a8bdc4811674,C029,Email,email,2025-04-14 22:39:23,tablet,UK,282317
ea567547-48ad-4801-b36d-e2b4eef81943,C001,SEO,organic,2025-04-10 01:38:55,tablet,ES,497269
897bfee2-2939-4ca9-96f8-e2f31804325a,C009,TikTok_Ads,tiktok,2024-06-28 07:29:33,mobile,UK,295048
1f885e0a-e9c4-4b6b-9bee-8714970516dc,C010,TikTok_Ads,tiktok,2025-03-13 16:38:06,tablet,FR,381235
e25051e2-417c-4293-876c-99bf4ec18e21,C022,Meta_Ads,meta,2025-02-14 02:01:59,tablet,PT,136659
71ff199f-db4b-4a81-8b62-2b53a7140102,C004,Google_Ads,google,2025-10-20 00:02:57,desktop,ES,6858
55f5c68d-bd40-4c4b-98fb-8276a8907359,C022,Meta_Ads,meta,2025-02-10 22:24:00,mobile,UK,236649
3b5483ca-5059-4d50-b349-5a0f68c2b373,C036,SEO,organic,2025-10-26 09:19:26,tablet,ES,63654
44e0c334-3e35-43ee-8995-c0d38fc1e555,C005,SEO,organic,2024-08-19 13:08:47,tablet,ES,442568
781944c0-590f-4665-b797-3c836cf111e0,C024,Email,email,2024-08-18 01:20:11,desktop,FR,26930
92681dec-5807-43e7-aab7-8d3aa6d325c2,C020,TikTok_Ads,tiktok,2024-03-02 23:23:19,desktop,FR,362599
47ee6dca-7df0-4a1d-baf0-3a3193af4e77,C016,SEO,organic,2024-06-08 16:25:26,desktop,IT,468541
b2dadb0e-31b7-4902-9241-2e147d28f7a6,C027,Email,email,2024-08-28 02:09:57,mobile,FR,424371
bbfbb772-6ce5-4891-b11b-41b700490c33,C012,LinkedIn_Ads,linkedin,2024-02-08 12:06:09,mobile,UK,489697
49e7ddc2-a2ee-4356-820a-444332f0dfe2,C022,LinkedIn_Ads,linkedin,2025-01-20 12:20:43,desktop,FR,417811
944072cc-45ad-4b0a-9b59-06ffb997bf70,C045,Google_Ads,google,2025-08-17 06:11:20,mobile,PT,121619
c0a2fa69-718e-40e4-afdc-5c90b546777f,C013,LinkedIn_Ads,linkedin,2025-06-27 04:12:39,desktop,FR,121876
98811551-d681-412e-bc08-537d1c37b8b8,C002,SEO,organic,2024-10-27 00:24:01,desktop,DE,151068
5cb73da6-6324-4fd4-a97a-7277154400a9,C005,TikTok_Ads,tiktok,2025-06-29 11:40:35,tablet,IT,214546
83bbecf4-4f5c-4966-ba65-6f69573ae9b5,C044,Email,email,2025-05-29 10:09:42,mobile,ES,464820
a725dab2-b95a-4df3-b1b8-1b7ffc7a6abf,C017,Meta_Ads,meta,2025-02-16 09:18:12,mobile,ES,317775
93561eda-e688-47ae-afab-b4759437c9e7,C028,TikTok_Ads,tiktok,2025-05-02 06:44:16,desktop,IT,273132
8da89b35-17f5-482e-93b1-13b55772acc5,C008,LinkedIn_Ads,linkedin,2024-10-22 06:39:01,desktop,ES,376607
a15848b0-ddab-4c8e-915c-587cab72d798,C028,Google_Ads,google,2026-03-18 16:02:07,tablet,UK,382188
3c62b3cf-651a-4f33-9ac5-fdbace30e1ea,C048,SEO,organic,2024-11-02 02:00:07,desktop,PT,41686
7b1e6e20-67ad-4d7c-83b7-e25f2466b50f,C043,TikTok_Ads,tiktok,2025-05-02 15:37:24,tablet,ES,382358
745f853b-3c72-4128-93a0-c4635ddc919d,C020,Email,email,2025-04-25 10:58:04,tablet,PT,176013
aed962b3-fb7c-4d00-ad71-267fe1c16395,C026,SEO,organic,2025-04-04 06:49:29,tablet,FR,105579
5c6a2ce1-ac59-4f30-85ad-917d10c650e1,C027,SEO,organic,2025-08-11 23:33:37,tablet,UK,478330
2b3447a3-b138-403d-b1ae-9d605918cc81,C012,Email,email,2025-04-12 12:13:28,desktop,IT,442112
9f474f0d-9ab4-464d-bb8e-3fc41667e1b1,C001,TikTok_Ads,tiktok,2025-03-21 16:55:07,mobile,PT,416963
2311d1f0-632e-4652-ac2f-0acc5a594b7a,C038,Email,email,2025-05-15 14:19:19,desktop,PT,236819
0fc301a2-d7d0-4af2-b2a2-37fca7d9bd40,C044,Meta_Ads,meta,2026-03-05 01:56:52,desktop,UK,93967
b673bc76-e9e0-478c-b840-98e62760e91d,C043,Google_Ads,google,2025-03-16 20:19:26,tablet,UK,336843
d4d9bc4b-49ba-44e2-b8af-ec8b6e06d189,C040,TikTok_Ads,tiktok,2024-05-25 01:43:37,mobile,UK,167749
fa4e0dd6-364b-49b2-8c3a-6e5d83ae481d,C015,Meta_Ads,meta,2024-08-16 21:45:14,mobile,ES,133368
b1a83081-980e-4dbf-a24f-52d5bbecb20d,C031,Email,email,2024-04-23 03:13:59,desktop,PT,469590
3294df04-fda2-4b65-8d24-6a41d50405d9,C041,Email,email,2024-10-29 01:04:15,tablet,UK,206315
f55952ad-5918-4e0d-a67c-19b114191f6f,C032,LinkedIn_Ads,linkedin,2025-01-14 00:23:57,mobile,UK,365512
49165b1a-9b60-448d-ac6c-3234aa807fe0,C001,Google_Ads,google,2025-10-22 10:35:56,mobile,FR,426585
d7976bbe-e1a6-467a-82d0-8455e0b7d66b,C045,Email,email,2025-12-22 15:40:30,mobile,IT,135651
775d1478-f147-4475-946c-fa38a7302e22,C008,LinkedIn_Ads,linkedin,2024-07-26 03:14:31,desktop,UK,283466
44562c17-66d5-433a-a22a-c45b3968f6f2,C036,Email,email,2025-05-07 21:43:30,desktop,IT,432298
33d53112-9559-4426-9d8d-26cad8555bde,C047,Email,email,2025-10-24 22:02:54,tablet,PT,475395
abf894e2-659c-4a6a-ac3b-3c110d5eb64e,C011,SEO,organic,2026-01-07 09:08:44,desktop,DE,399147
6a5afdc7-812c-4586-a65f-90fca159285e,C016,SEO,organic,2025-03-06 18:54:59,tablet,PT,333596
e5ef5910-08e7-44f5-861a-a428e463efc6,C016,TikTok_Ads,tiktok,2025-11-14 07:38:20,mobile,UK,154803
d29d6cbd-997d-46f8-96f6-3e58c59cfec8,C016,TikTok_Ads,tiktok,2025-06-05 17:18:13,desktop,IT,47245
8af2cdd7-ca71-4714-b9f7-57ec8b8f06c2,C009,Meta_Ads,meta,2024-12-25 06:03:10,desktop,UK,85113
01fa9550-7d91-4010-aaff-7cf56fc9d627,C046,Meta_Ads,meta,2024-04-09 18:37:30,desktop,PT,178477
92bf567c-d6b6-4695-9045-ca325522dbec,C035,LinkedIn_Ads,linkedin,2025-10-07 21:11:13,mobile,FR,441674
3c45f586-dfec-4095-bc51-4125e9526aaf,C027,LinkedIn_Ads,linkedin,2024-01-31 08:12:14,tablet,PT,255074
d11ef99b-5bdf-4eb1-ad47-c0b812bd18ae,C001,TikTok_Ads,tiktok,2025-04-08 21:05:11,desktop,PT,287182
a3f3b375-2c5a-4bc5-a317-404331aae594,C048,SEO,organic,2024-12-08 14:16:42,desktop,FR,148096
7f7cccb9-11f8-40b1-ba71-0f96a9bffdff,C028,LinkedIn_Ads,linkedin,2024-02-15 02:07:25,desktop,DE,355682
deb6f673-ac8f-48ef-8a5d-9cc9d642be01,C044,LinkedIn_Ads,linkedin,2024-09-13 09:18:48,desktop,FR,331241
c813cccd-43d4-4c51-97b4-6421e0a9f479,C035,Google_Ads,google,2025-09-04 02:08:23,tablet,IT,352602
245550a8-ceda-47ff-ab6f-6d5c7850ca03,C002,Google_Ads,google,2025-10-27 19:50:32,mobile,PT,100278
c65b449a-dfc0-48a2-b702-b4efb54dd2c6,C004,TikTok_Ads,tiktok,2025-08-11 22:00:59,desktop,FR,243393
80b1a9ef-6980-457b-8a52-e994e9ad988e,C021,TikTok_Ads,tiktok,2025-08-11 22:50:59,desktop,PT,137262
cda4ca20-9b9b-4453-8181-c8da8d275ede,C006,LinkedIn_Ads,linkedin,2024-01-31 02:39:40,tablet,IT,32307
13498837-56ef-489b-b779-db060e1cdf9d,C023,Meta_Ads,meta,2024-04-16 14:16:41,tablet,ES,400435
a9594f20-d9b2-45d9-86a0-3150a178ae48,C002,Meta_Ads,meta,2024-11-05 16:42:17,mobile,IT,84892
ceca6369-40fb-41a3-8260-0c90c06459b3,C016,Meta_Ads,meta,2026-01-05 15:38:09,tablet,ES,300682
8a54fb5b-d379-4ff6-aad2-381f26659d5c,C014,LinkedIn_Ads,linkedin,2025-02-02 01:27:26,desktop,FR,322662
c616e5ba-97ad-4561-a0b5-9fe763ea0e97,C039,SEO,organic,2024-06-26 22:05:41,mobile,DE,61674
d3f742b9-d3d4-46da-bbfc-0ddcbbf55450,C038,Google_Ads,google,2025-04-29 14:36:32,tablet,UK,481067
c3d351a8-1884-43c9-8498-d62e1ea2844c,C025,LinkedIn_Ads,linkedin,2024-11-04 02:16:12,mobile,IT,367080
a24c9be4-7465-4d24-99f1-13df62177112,C041,Meta_Ads,meta,2024-06-07 07:09:21,tablet,DE,450798
1eccc943-5839-4f5f-845c-6571fa6f3d7d,C044,Email,email,2024-07-07 01:15:35,tablet,ES,187034
a5e33d47-0b78-4948-aa23-5290d3bfe116,C035,LinkedIn_Ads,linkedin,2025-07-29 15:53:01,mobile,IT,344499
98f190e0-ef3e-435c-9bc9-3366b76b95d9,C022,Google_Ads,google,2025-10-14 12:55:29,desktop,ES,232291
37282450-2203-4b7a-b989-15b2a2e5b4c6,C024,SEO,organic,2025-12-15 04:19:30,tablet,FR,233320
8be55b1a-4250-4122-af0f-8f413b3ca31e,C012,SEO,organic,2025-02-23 13:24:05,tablet,IT,411135
8e21e0cf-eea6-46a1-8457-652486fb3061,C031,LinkedIn_Ads,linkedin,2025-11-07 15:23:38,tablet,IT,145716
36021f48-41ec-42e2-9e87-6f396ccc3451,C021,Meta_Ads,meta,2024-05-14 15:01:37,desktop,PT,132854
7a55f5cb-ee77-4aba-abc9-24c173ef0541,C049,LinkedIn_Ads,linkedin,2025-08-11 17:44:43,desktop,ES,264158
1a2720a5-c246-4f89-8f76-bc204e4aaa1f,C021,Meta_Ads,meta,2026-01-27 09:10:44,mobile,DE,423293
3861c641-064b-4617-8680-4cdbd897aae2,C017,TikTok_Ads,tiktok,2025-03-10 10:25:26,tablet,UK,466429
a20088e1-b57a-4c3a-a7a3-b00f584ad46c,C018,Email,email,2024-01-16 18:27:39,tablet,FR,49885
b3277b46-4e8b-47ef-abe1-c953096dc0ff,C016,SEO,organic,2025-09-23 08:44:19,desktop,IT,402496
9324e354-7aaa-469b-b29b-6a73433ae330,C016,SEO,organic,2026-01-09 14:02:15,tablet,UK,262331
7213086a-1707-452a-b796-5f0662e5509a,C029,Google_Ads,google,2024-05-24 13:16:49,desktop,FR,217022
cc52487f-7b71-4408-b6d4-36ea20cdcd04,C045,Meta_Ads,meta,2025-04-20 16:11:17,tablet,IT,198472
313fdd78-48bf-4d84-949e-243099c03419,C031,Email,email,2025-06-18 00:12:16,desktop,UK,293562
816659bc-c910-41cc-877f-299afd910ff6,C022,TikTok_Ads,tiktok,2025-12-05 20:50:58,desktop,DE,136807
4d664c02-8711-4fa2-874b-a51808f5a6e5,C015,Google_Ads,google,2024-10-26 04:03:46,desktop,ES,394483
d787d310-ff23-4dd1-965a-cfc5a0169e6e,C035,SEO,organic,2024-10-14 14:53:11,mobile,FR,392241
fa428a44-3bb2-4b0a-b31a-92b86344db81,C031,TikTok_Ads,tiktok,2025-03-15 14:57:22,mobile,FR,160318
313ffee2-732e-4401-a500-a60046dfbfe3,C015,TikTok_Ads,tiktok,2024-10-05 18:03:56,desktop,ES,376205
49517be8-9a09-41b2-a19b-046bc7858138,C035,Meta_Ads,meta,2025-03-02 03:04:03,mobile,ES,295119
98626e18-6fd1-42ed-9f0c-480f4dc0c0e2,C019,SEO,organic,2024-07-15 04:02:26,tablet,PT,58785
561ba460-f7ce-4b76-8667-e5363757460b,C001,Email,email,2025-03-17 16:56:18,desktop,PT,235932
25a637a7-b6d6-43a4-81fb-ccf662d676f0,C022,Meta_Ads,meta,2024-03-20 19:27:46,desktop,PT,64814
51380a74-4db1-4a13-88ff-c87bd992b6e9,C005,LinkedIn_Ads,linkedin,2026-02-02 21:38:26,mobile,IT,335010
9b6282ab-596a-438f-bc71-ddaa5e393574,C044,Google_Ads,google,2024-08-23 16:47:34,mobile,IT,164297
2b14ca48-c786-408d-a168-ee0a00d83c72,C006,Meta_Ads,meta,2024-07-03 00:11:39,tablet,PT,322885
e2c3449c-d43c-4ba0-bd8a-d55a4487e10d,C039,Email,email,2024-12-16 14:13:34,tablet,PT,241199
57880e6b-e3a9-4dbe-82f2-3a39ec27513c,C029,TikTok_Ads,tiktok,2025-10-28 03:56:06,desktop,IT,330597
61c46ec1-c6d4-4a48-9944-bbb10a2d4653,C004,Email,email,2024-06-03 03:41:44,mobile,UK,115637
76eb71b0-6784-4064-99e6-0f25a2fb2c68,C017,SEO,organic,2024-05-06 02:53:17,mobile,FR,96128
eb72fa38-96d0-41aa-bd92-86f483605cc0,C036,Google_Ads,google,2024-08-31 03:57:32,mobile,PT,241193
a7e06bbc-d88e-482c-b13c-a013991103d0,C045,Email,email,2025-12-30 23:36:25,desktop,ES,126360
ccde9b66-691f-4e0f-9c95-97279250c6be,C019,SEO,organic,2025-03-15 04:30:17,tablet,PT,42318
5935ce18-6b2d-427b-8c82-1bb7e3898d67,C044,Meta_Ads,meta,2025-02-14 23:18:40,tablet,IT,351650
5e5b4a02-c539-44f6-a480-f9a8e3285201,C013,LinkedIn_Ads,linkedin,2024-06-27 07:10:14,tablet,FR,344547
8335dcb6-5b73-4245-ba3e-8cbabaa3ada9,C010,TikTok_Ads,tiktok,2024-08-08 22:57:11,mobile,ES,91991
b8caeb24-0c16-46a1-9159-be96b8eb0bf7,C020,Email,email,2025-03-24 08:10:57,desktop,ES,250732
f0959ae4-498e-456e-a5de-7297b5ba8b3d,C045,TikTok_Ads,tiktok,2025-09-17 06:36:18,desktop,IT,288105
96e35095-a4d1-4c4e-964a-7f9f44bd8c87,C032,LinkedIn_Ads,linkedin,2024-05-04 23:05:22,tablet,ES,471313
12477860-9be3-4a2c-9e9a-2037c20fcb0b,C028,SEO,organic,2025-05-15 17:01:10,tablet,DE,18560
d53c44da-b017-43d2-86da-96b5d41a01fd,C006,Meta_Ads,meta,2024-02-02 05:26:47,tablet,DE,307119
51f974de-ec35-4d74-a5ab-0376a41a7632,C003,Meta_Ads,meta,2025-12-31 21:32:31,tablet,UK,236855
959ac79f-a50e-483e-b9fb-7ce322fc867a,C018,Meta_Ads,meta,2025-11-08 02:58:12,tablet,PT,52837
e8d90199-67d3-4f8f-b093-cce6df5dce4a,C031,TikTok_Ads,tiktok,2025-09-26 08:19:13,desktop,DE,356342
d3375506-9f6c-4147-891b-6a6bd51c2831,C007,Meta_Ads,meta,2025-05-27 07:58:18,desktop,UK,264768
491b97b0-7574-4797-a9a8-c26722163c61,C019,SEO,organic,2025-09-14 01:56:31,tablet,ES,243459
44802eca-66c4-433b-97e1-77adfd6b1876,C006,TikTok_Ads,tiktok,2025-01-27 02:06:40,desktop,ES,410037
1e340374-b24b-4c22-a96e-2119bd314a95,C026,Email,email,2024-01-02 18:54:53,tablet,IT,247208
88c620f1-0e3e-46e6-a179-e2c014294e60,C027,Google_Ads,google,2024-10-18 09:35:02,tablet,DE,331439
a16f253a-51de-455c-9856-288809cb4fbc,C049,LinkedIn_Ads,linkedin,2025-11-17 16:28:52,mobile,FR,145014
0fd08a58-92d7-426b-816b-6bf04bb60403,C036,Meta_Ads,meta,2025-03-23 10:30:17,desktop,UK,259128
81aa8ace-732e-4576-9ae1-db3a2481cc7d,C008,Google_Ads,google,2025-01-06 17:39:21,tablet,FR,167922
d6b72c06-d82d-433c-a411-7998bcd1905d,C036,Google_Ads,google,2025-09-25 18:59:43,mobile,FR,446138
9b2a65a9-52c1-4308-98d5-17ccb8d16f46,C008,LinkedIn_Ads,linkedin,2024-07-01 11:27:19,tablet,FR,266292
7164e24a-780e-41a2-bb9d-747338031fab,C046,TikTok_Ads,tiktok,2026-03-01 12:07:25,tablet,DE,222836
65786c54-9b02-4e7b-801c-eee3d04a56c7,C031,LinkedIn_Ads,linkedin,2025-01-13 14:56:48,desktop,IT,80834
1c40514c-8833-4564-8969-2be0d107462b,C025,Meta_Ads,meta,2026-02-28 12:35:37,tablet,FR,457998
8ef07c25-1d01-42d3-9f86-4f935bb58459,C005,TikTok_Ads,tiktok,2025-10-06 14:10:29,desktop,IT,145075
2343bba0-5dfc-45da-8aef-7dfd87b1a882,C001,TikTok_Ads,tiktok,2025-04-08 18:58:07,tablet,IT,350999
0f64cb57-09e5-479f-85dd-920aa0004a0c,C032,Meta_Ads,meta,2025-11-24 16:29:36,tablet,PT,185944
57b91c3c-2b29-4e2c-b58f-b44eee778454,C022,Email,email,2025-08-08 23:24:36,desktop,DE,460921
2926c0d9-171f-4d45-9af6-19df86a06ab7,C013,SEO,organic,2025-01-05 23:18:57,tablet,PT,127453
b88b1d36-41e5-4b4e-b3d3-6e4621cfdb8f,C050,LinkedIn_Ads,linkedin,2024-03-08 19:17:21,desktop,UK,252975
98d9cb17-92b9-4a82-a442-8d8cf5bf77ae,C046,LinkedIn_Ads,linkedin,2025-08-22 18:03:32,tablet,UK,84746
f8241118-1187-46c6-b622-7b6a4207477a,C032,Google_Ads,google,2024-07-15 02:48:07,tablet,IT,179060
7a1f0f1f-cb4e-4845-a7a4-492f36130341,C007,LinkedIn_Ads,linkedin,2024-06-03 21:31:17,tablet,PT,13046
0e75a98b-e218-4128-b9c3-88697751e5a9,C047,Meta_Ads,meta,2025-09-28 21:06:38,tablet,FR,44231
3e54a0f2-1e6a-43bd-896f-92f7a9a06d3d,C031,TikTok_Ads,tiktok,2025-06-09 22:28:39,tablet,UK,213395
c1c96476-6669-4ef9-82e1-c319fa822e2a,C042,Google_Ads,google,2025-05-25 09:48:46,tablet,IT,204234
ae428be8-3433-4e72-bbe7-da4043f043c6,C021,SEO,organic,2026-01-28 00:00:02,tablet,ES,328726
e1baf240-f92b-431a-b0b9-49c06980c52e,C005,Meta_Ads,meta,2025-03-22 10:15:56,mobile,UK,52384
617a030f-c3b8-4ef2-bf14-b7cc3fcee6a5,C028,Google_Ads,google,2024-06-05 03:10:53,desktop,FR,368856
b1e7d46f-2027-4485-9301-4eff4b180ddd,C020,Google_Ads,google,2024-03-12 10:40:03,desktop,ES,158809
af1006a2-96da-4762-a5e2-71045d89e78d,C023,TikTok_Ads,tiktok,2025-10-31 01:10:02,mobile,FR,283484
4476eac6-059b-4c28-a1f0-0d49bfb9499b,C027,Email,email,2024-10-06 17:00:26,mobile,FR,46402
2f046633-ac3a-40aa-a953-fcb3de716109,C040,LinkedIn_Ads,linkedin,2025-01-09 02:47:07,desktop,IT,80034
b0c584cb-b7ea-4205-877a-6ed34e25ebac,C015,LinkedIn_Ads,linkedin,2025-01-29 12:57:41,desktop,DE,354616
45317ded-5085-4e60-a530-e7fd077ab940,C001,LinkedIn_Ads,linkedin,2025-03-22 19:41:08,tablet,IT,87824
90395823-f981-4b39-8372-8cff6f678486,C005,LinkedIn_Ads,linkedin,2025-06-20 19:37:12,tablet,DE,339987
411ca3b2-f54c-445c-a6a9-9ced66f58899,C028,SEO,organic,2025-01-23 12:20:15,desktop,DE,109447
69aff6df-aa59-43cb-9914-73fa7ad237aa,C025,LinkedIn_Ads,linkedin,2024-06-14 16:19:19,mobile,PT,304852
c199c7d1-00d5-4996-b0ee-30b63d6406f6,C023,Email,email,2025-04-04 14:55:19,tablet,DE,16502
