click_id,impression_id,campaign_id,channel,platform,timestamp,device_type,country,cost_micros
6d7c4a0c-6f91-4db3-8a76-8719a19bd59b,b673bc76-e9e0-478c-b840-98e62760e91d,C043,Google_Ads,google,2025-03-16 21:04:32,tablet,UK,336843
57c8a68f-4741-4346-83a5-0faf9f3f123d,775d1478-f147-4475-946c-fa38a7302e22,C008,LinkedIn_Ads,linkedin,2024-07-26 03:14:34,desktop,UK,283466
041b0bcc-c09b-4efd-8977-d960d2a2097d,44562c17-66d5-433a-a22a-c45b3968f6f2,C036,Email,email,2025-05-07 22:34:27,desktop,IT,432298
c1e91777-8672-4e9e-8555-0eb37b083307,d29d6cbd-997d-46f8-96f6-3e58c59cfec8,C016,TikTok_Ads,tiktok,2025-06-05 17:30:01,desktop,IT,47245
3b191855-4035-4bbe-b073-e09b01fabe2b,8af2cdd7-ca71-4714-b9f7-57ec8b8f06c2,C009,Meta_Ads,meta,2024-12-25 06:25:54,desktop,UK,85113
7f8c54a7-f821-42bd-a9cc-a547aaa75552,01fa9550-7d91-4010-aaff-7cf56fc9d627,C046,Meta_Ads,meta,2024-04-09 19:33:24,desktop,PT,178477
e2e455ae-3284-4f09-8a4a-ebd52ebdb120,92bf567c-d6b6-4695-9045-ca325522dbec,C035,LinkedIn_Ads,linkedin,2025-10-07 21:20:07,mobile,FR,441674
c7e0121d-6d5c-4b08-9466-66fe6f472bc5,a3f3b375-2c5a-4bc5-a317-404331aae594,C048,SEO,organic,2024-12-08 15:02:57,desktop,FR,148096
468376a3-0ae3-47d9-a4b4-fe03980c7760,245550a8-ceda-47ff-ab6f-6d5c7850ca03,C002,Google_Ads,google,2025-10-27 20:37:11,mobile,PT,100278
dbc79aaa-fb09-4012-8e46-731cfa5c8041,13498837-56ef-489b-b779-db060e1cdf9d,C023,Meta_Ads,meta,2024-04-16 14:41:53,tablet,ES,400435
e4b7771e-57b4-4b95-81f8-c295ddd51405,c3d351a8-1884-43c9-8498-d62e1ea2844c,C025,LinkedIn_Ads,linkedin,2024-11-04 03:11:01,mobile,IT,367080
c89aa9e7-4c8e-4f0a-907c-123cbff953ec,a24c9be4-7465-4d24-99f1-13df62177112,C041,Meta_Ads,meta,2024-06-07 08:04:06,tablet,DE,450798
1dd96eca-f938-4ed1-ae62-1dd5e9ad76c7,8be55b1a-4250-4122-af0f-8f413b3ca31e,C012,SEO,organic,2025-02-23 14:07:27,tablet,IT,411135
2c12134f-ac7f-4116-899e-4ad4c981d234,7213086a-1707-452a-b796-5f0662e5509a,C029,Google_Ads,google,2024-05-24 14:02:26,desktop,FR,217022
d56be093-725f-42d1-b6c6-a39d7c6d6685,cc52487f-7b71-4408-b6d4-36ea20cdcd04,C045,Meta_Ads,meta,2025-04-20 16:59:33,tablet,IT,198472
dbe6a5f0-867b-4399-838f-192eb8e8bd16,98626e18-6fd1-42ed-9f0c-480f4dc0c0e2,C019,SEO,organic,2024-07-15 04:20:29,tablet,PT,58785
efe1f571-e5d8-4a16-868e-01bc270f579c,61c46ec1-c6d4-4a48-9944-bbb10a2d4653,C004,Email,email,2024-06-03 04:24:28,mobile,UK,115637
86433849-8ffe-4115-b364-ffafeb84ff59,ccde9b66-691f-4e0f-9c95-97279250c6be,C019,SEO,organic,2025-03-15 04:37:21,tablet,PT,42318
cd0cb518-09a4-4446-9e45-6c07d889ffb8,12477860-9be3-4a2c-9e9a-2037c20fcb0b,C028,SEO,organic,2025-05-15 17:55:31,tablet,DE,18560
069dadbc-e767-4c22-9e7b-6eaa563d9d16,d53c44da-b017-43d2-86da-96b5d41a01fd,C006,Meta_Ads,meta,2024-02-02 05:34:20,tablet,DE,307119
317fa74e-a028-4067-82a9-ed9ed277401d,44802eca-66c4-433b-97e1-77adfd6b1876,C006,TikTok_Ads,tiktok,2025-01-27 02:57:36,desktop,ES,410037
16bacbee-5088-42ab-acbf-d8bab063429f,0fd08a58-92d7-426b-816b-6bf04bb60403,C036,Meta_Ads,meta,2025-03-23 11:15:53,desktop,UK,259128
85c13979-6f21-404e-b387-9709349c394f,2926c0d9-171f-4d45-9af6-19df86a06ab7,C013,SEO,organic,2025-01-05 23:23:12,tablet,PT,127453
c66bc882-bbfc-48b9-9b6f-aafee979e31d,3e54a0f2-1e6a-43bd-896f-92f7a9a06d3d,C031,TikTok_Ads,tiktok,2025-06-09 23:19:53,tablet,UK,213395
269e8d04-9a0d-4ba6-a2a7-747cf6c796df,b0c584cb-b7ea-4205-877a-6ed34e25ebac,C015,LinkedIn_Ads,linkedin,2025-01-29 13:57:22,desktop,DE,354616
706b6289-0f5e-4d54-bdba-cd3fdaaac08c,45317ded-5085-4e60-a530-e7fd077ab940,C001,LinkedIn_Ads,linkedin,2025-03-22 20:06:16,tablet,IT,87824
0e0e1639-583f-444d-a4e5-72730cf86247,90395823-f981-4b39-8372-8cff6f678486,C005,LinkedIn_Ads,linkedin,2025-06-20 20:01:27,tablet,DE,339987
bc784da0-6894-4141-9314-c2b0f39c0f40,69aff6df-aa59-43cb-9914-73fa7ad237aa,C025,LinkedIn_Ads,linkedin,2024-06-14 17:09:46,mobile,PT,304852
40c26512-5a6f-4e4c-8931-48702156ddac,e517d389-4209-4943-9e77-15242ed7850f,C043,LinkedIn_Ads,linkedin,2025-03-02 09:50:15,mobile,IT,458544
a47d2dfe-9c65-420e-90eb-8869ca847056,35fc06f0-315b-4e78-b707-dbf8d0c25520,C019,Meta_Ads,meta,2025-07-01 07:40:47,mobile,UK,104683
dde61307-d0cf-4b8f-b335-f590a16ee16a,e6baa202-f39b-4905-9fa1-5d0760c2f25a,C041,SEO,organic,2024-03-02 06:31:25,desktop,PT,22492
46b0aab4-1f1b-4102-8a22-743e73a102da,e6f99c84-5e29-4021-bace-97a95f995caf,C038,TikTok_Ads,tiktok,2024-07-23 03:43:57,mobile,DE,176294
e074210a-8e12-4942-87fa-99f8c3c0f388,379fb62d-9899-40a0-afd7-b0838520cd77,C031,TikTok_Ads,tiktok,2025-06-10 04:18:05,mobile,PT,44478
03afa0ba-dc4a-4790-88f0-fb390bbee33a,89021f5f-5f47-44d4-8304-ee14816caa94,C010,Meta_Ads,meta,2025-09-09 08:44:13,tablet,DE,52344
68711c48-2644-4f85-adac-e78e97bd6e9b,1dc6b561-444c-4d16-8ed4-718ecc18d197,C026,Google_Ads,google,2025-02-14 20:12:41,tablet,ES,243438
5240d44f-06e6-4750-84d7-1e2459449a1f,502f48bf-dad9-485d-b8c5-0ec4800c6bf9,C005,SEO,organic,2025-12-22 05:53:56,tablet,DE,345388
00220acd-d6eb-459e-b951-4e5042588932,4ec36ca0-fd29-472a-b0f2-19555d952f89,C032,Google_Ads,google,2024-05-31 00:02:41,mobile,IT,76127
366ad01b-8e60-4c6a-896e-a7f5d9d5ed18,7cd1462a-158a-45b2-8de4-628e1ba2ed02,C032,Email,email,2025-09-26 00:10:12,desktop,ES,366905
5ac63b6f-b6ba-460a-bcc0-a909ec0328b7,b3a51225-a026-4aee-88af-307965c61577,C012,Google_Ads,google,2024-02-10 01:37:57,mobile,ES,192822
fa9ccf46-5212-4da5-a808-689f8f604da3,48d6753b-59dc-4079-a33f-9b64807b82a4,C016,Email,email,2025-05-17 23:48:32,mobile,FR,144129
6bc01761-4c21-4ac5-b1a4-f1870cd381ae,c3c6024e-d2e3-4d69-8b2c-3ff1a30314f1,C047,SEO,organic,2025-04-13 14:10:16,desktop,UK,21331
e0c2361d-3b1a-4720-935e-30ad421f8ee3,16aba64f-a53c-4110-b964-f0396fc7602e,C004,LinkedIn_Ads,linkedin,2025-09-15 21:24:23,desktop,UK,61603
3f802b39-74ee-46b3-9ccb-0d4ed7b09a4f,32889e46-91c8-4c1a-a8c9-60ec1775fc84,C036,Email,email,2025-05-27 02:59:14,tablet,ES,220382
1730bc43-fb60-4187-a56b-83424aee49ca,38b96f22-1b57-4518-b632-cd7e0f67d9b5,C028,Email,email,2024-02-10 19:33:01,tablet,UK,439876
f855d497-7ccf-4704-add4-2b68bef2e791,90b5431f-d2c6-4cf7-8099-3562b904bc60,C041,Google_Ads,google,2024-05-22 13:37:21,tablet,IT,117791
8e06b5c7-0023-429b-b6cc-7f9deb1f4b82,7c1e88bc-ff8d-4b73-96dc-6204c024d26e,C004,Meta_Ads,meta,2024-09-01 13:36:28,tablet,ES,358353
3b2983f1-0750-4e1b-921a-0a1693dc2b49,d0ec9822-13d8-4c08-bde4-ad44006e39a6,C039,LinkedIn_Ads,linkedin,2025-10-05 10:11:27,desktop,FR,400807
8dd2598b-2fe9-412f-9904-57f3c9b21db1,1902ce28-45b3-4c31-a61f-12e6a3b4094a,C021,Google_Ads,google,2024-01-13 00:14:53,desktop,UK,230787
b740ab45-30e7-4983-88f3-b562717d9eda,d065a9b5-58bc-4e51-a4f6-eb355070ee4d,C028,Google_Ads,google,2025-01-13 00:20:11,desktop,IT,214951
6ecd37d2-8170-4ba1-8288-891490f8cb07,eb1d5005-ef10-40ee-97d3-13a59e1bb020,C034,Google_Ads,google,2025-09-06 19:36:29,desktop,UK,183002
a0938dad-6e33-4639-8aa3-3c78f9147ac9,8eaceb21-0207-474d-a5b8-3bedf7981c37,C015,TikTok_Ads,tiktok,2024-09-18 05:05:19,mobile,IT,336992
11bcde93-31e3-4df7-8703-eeaf1d4d9a35,e9a4b1e8-ab2b-4d97-ba12-11e31a8c4917,C019,Google_Ads,google,2024-05-20 06:57:19,tablet,IT,270849
1c75b08d-48f0-42c2-84b1-f9a52ca76a3d,1c893dff-41aa-4921-ae90-5009f0eb3f4a,C025,LinkedIn_Ads,linkedin,2024-03-04 17:46:53,desktop,IT,346750
d08a1ab9-7814-464b-8f4e-c3bb3268945d,336fecf4-99fe-420a-9cdb-8d96236eafa6,C013,TikTok_Ads,tiktok,2026-01-08 21:17:09,tablet,FR,37439
74982a8b-1d3d-4980-aadf-f6e44eb2ef9f,86aee0fb-aa22-4579-b069-92a08d063b00,C029,Email,email,2024-09-03 14:31:41,desktop,DE,486263
98f9bfdb-b399-4154-ba50-c6544e122f6a,40db81bc-37fc-4664-bcfa-979980d38a63,C010,Google_Ads,google,2025-04-04 12:12:41,mobile,IT,409160
a2f072ed-71ef-4612-9783-69aba7fc35b0,244c8a99-0958-4596-8ff1-4c8660f0b32b,C011,Meta_Ads,meta,2024-09-14 03:58:31,tablet,PT,27907
dcfa87a3-0abe-4528-9f5d-0a22338efa68,4a55b597-1d93-40e3-ab58-8ecf11a6fc39,C029,LinkedIn_Ads,linkedin,2025-03-13 17:41:39,desktop,IT,281540
a6cfc2b2-52c3-4a88-94ab-b0d98082f443,f0ac1237-f171-4c28-9ac4-a20b8e24bc3e,C027,Meta_Ads,meta,2024-11-06 06:12:20,tablet,FR,462704
054e5eb3-debe-4393-aafa-df6d3715351c,50d5f23d-34bf-44aa-979b-36962e4f3e42,C020,Google_Ads,google,2024-03-15 04:31:55,mobile,PT,339994
4d9f5def-16f1-41a3-ae6b-b34506318a66,d954b020-b840-4d7c-a227-8752043c8f14,C040,LinkedIn_Ads,linkedin,2024-04-07 13:48:52,mobile,PT,317863
537659de-2d71-4e7f-a568-c9630c51b94c,45ba0b88-744d-44b6-886b-04c6850993c5,C035,Google_Ads,google,2026-03-11 15:33:26,tablet,FR,381724
4d59fca1-111e-45fe-ac43-ec860c2f3d62,8b4dc7a0-a196-4a63-9990-bd3e05e3f69e,C016,Email,email,2025-10-09 03:05:40,mobile,UK,355337
4c7d003e-ed75-41e4-8e89-e16e8bb2b95c,2d73206f-4933-44ff-80e5-dbcbf8c18ba6,C023,Google_Ads,google,2025-06-19 16:07:38,mobile,UK,349511
80633ac3-f964-46d2-acb1-94595c7f3848,11ca8721-012c-4781-b2eb-8f8936c32c22,C041,Google_Ads,google,2025-05-31 14:03:49,mobile,ES,189706
61cab46d-550d-4615-aa29-4a9b03c2a510,86ab7c2e-5f31-464b-8e50-8cfd12926844,C035,TikTok_Ads,tiktok,2024-09-29 00:09:55,tablet,PT,369584
c2e70524-ae2d-4330-aa0a-80169cb04ced,4f4a0f9a-7d2a-4d14-8631-cfedbc204ba7,C031,SEO,organic,2024-10-10 04:40:50,mobile,ES,380413
6aaea728-624e-4752-87d0-1f41957a1b38,86e8f045-79fc-48a5-a55a-0484ebd3eb70,C013,Google_Ads,google,2025-05-05 06:29:27,desktop,IT,213784
eb1b5230-f4a9-493a-bd36-c64a0f10129e,fc30e80d-ddc9-46ea-875d-f753a237abdf,C006,LinkedIn_Ads,linkedin,2024-10-07 08:43:09,tablet,DE,173407
edabd8be-26a5-4621-939b-b92dae026fe4,7f3323b1-82cd-442d-a0c7-6c31b6fea0df,C029,Email,email,2025-10-23 22:56:10,mobile,UK,237735
9df1aa82-6aa4-4cdb-81a9-e2b9fbe19ef0,4147ca33-e735-4086-bce4-b144f98a017c,C028,TikTok_Ads,tiktok,2024-03-30 02:29:26,mobile,UK,339240
1af9457e-c459-40b0-ab95-4ba75702042e,851608ed-9c1e-455e-99ff-38bb8ec8db21,C002,Meta_Ads,meta,2025-11-11 16:45:23,mobile,FR,40249
d565c741-e78f-40c4-879a-de5d6fe6e771,0d4f0527-4c8b-41d3-9b75-374d2be772dd,C036,Google_Ads,google,2025-02-10 16:06:22,desktop,UK,238975
9088ea2d-3100-41fc-989e-9507929f7a89,8c9dc10e-0338-42ff-89e7-6f4eb9f2cf4c,C023,SEO,organic,2024-04-10 21:24:44,tablet,IT,157233
be672846-802d-4e77-9d5e-6545ae5fa817,d36a2100-2574-4195-ae5c-fafe2aa62e73,C040,Google_Ads,google,2024-04-12 04:14:05,desktop,PT,380879
a8ac5518-9bf3-4402-a799-68065c644bfb,fe419532-6a68-4eb1-8e3f-20000cdb841a,C009,TikTok_Ads,tiktok,2024-04-25 05:53:56,desktop,PT,361572
5a58eba9-c425-4bf2-b863-f28bd092a6a7,692a8633-f0f8-46db-b1ce-cb9e34ad2f49,C018,Meta_Ads,meta,2025-04-15 10:57:11,tablet,IT,53983
d1026710-c0eb-4f00-af2f-a913534502f8,5611fd23-bc2c-4af2-bb57-ede70759d5a7,C011,SEO,organic,2025-06-08 11:37:35,tablet,ES,437661
f2292812-01b2-4d6d-a300-28255cc612be,5cc2e457-ca6d-4dd8-8b23-138203770a4f,C045,Google_Ads,google,2024-09-02 13:49:33,desktop,PT,258887
6036fba4-da70-4906-9903-53f8e792bdc0,108f1185-d5c7-45e9-a0e9-7145c17c9c2c,C004,TikTok_Ads,tiktok,2025-08-19 18:36:29,tablet,PT,135165
c7130a9d-481d-4e31-ae8d-25b80e783c18,281bf72e-4b81-4574-bff6-c1f549d1397e,C038,TikTok_Ads,tiktok,2024-03-16 14:49:41,mobile,DE,264467
c8c0dfbe-dfee-4a34-a92e-1f83c3a3248e,2f7c58bd-083e-41e6-98f2-b1c5639f97eb,C039,SEO,organic,2026-01-01 00:49:34,desktop,IT,9287
b11c6fc4-c33f-4def-aed9-7fdfae57111b,7d8442c9-19e1-4263-8639-71a695b110c1,C037,Email,email,2024-10-29 09:36:41,desktop,IT,156310
4ab5e548-57f6-42c2-82d3-50ec6606ff1c,f724af56-da03-43b1-a872-644d151711ac,C040,SEO,organic,2024-07-03 13:50:49,mobile,ES,211518
9882dca0-5099-4d2e-9031-82f811bce1b2,c0afe84c-ba75-41c1-a3e2-d927a94a1586,C033,LinkedIn_Ads,linkedin,2026-02-15 20:35:43,mobile,ES,25402
56517c9c-5ee5-4c28-8eb4-ba7ddedc36b5,66bcd972-ab87-4a2f-b45f-dd191b0652aa,C040,TikTok_Ads,tiktok,2024-09-09 11:30:13,desktop,IT,392616
bf319d9b-85fa-47df-b797-d3ad7c231a6d,b64bb52e-b672-4bac-89aa-305906aa43f4,C042,Email,email,2024-12-19 11:29:35,tablet,ES,310934
0056ff23-ae53-4094-b7c0-1dd84861c614,11b562e9-9b71-492e-b88d-80ec831c7dda,C027,Email,email,2026-01-02 15:31:02,tablet,UK,37653
11eb4f81-9d56-4fc9-9ce0-94b64f50d761,a2bae54c-2c88-4321-a179-6b3939d8e96e,C046,Meta_Ads,meta,2026-03-16 18:40:09,mobile,IT,175419
75be4295-71a4-412c-8dc3-381306f538ef,912760cb-bba7-4f65-a590-893162ae7441,C042,SEO,organic,2025-02-14 17:05:37,tablet,PT,105801
52bcf759-8167-4b2d-ba36-cbd9eee46012,7b3b9caa-494e-4cf8-8d78-bbb76d2d123a,C019,SEO,organic,2024-11-18 00:44:54,tablet,UK,261378
c4e64b32-cc92-42b8-a275-8cfa07f30522,5691ee99-f075-40cf-82c0-43c9d0f68cda,C042,Google_Ads,google,2024-05-19 00:17:04,tablet,IT,126750
222cef1e-03f7-4505-9ad5-d438098f13cb,f7bd215a-69d5-43c2-8320-a9370ccf118e,C035,SEO,organic,2024-02-27 22:48:56,mobile,PT,467550
e40c65ac-33f8-4a70-b43b-10df694621c3,10386517-0b41-4ca6-ba0e-738aeb7284b1,C048,TikTok_Ads,tiktok,2024-02-28 05:23:05,mobile,DE,302775
22afe0a5-7486-4a0a-8b40-81a78a421337,0766e98f-e9b4-45c0-b99f-a65b4a2f4eb0,C039,Google_Ads,google,2025-06-04 11:21:23,desktop,PT,341232
93e1d2fa-418d-4330-8156-63685cdfdf58,6f3843f1-76f6-48d5-a523-80976420fd68,C013,Meta_Ads,meta,2025-09-21 22:10:11,desktop,IT,176928
8b408966-701e-4392-84a0-7ced49a8f810,a6819df8-06cf-4a54-b2ac-af6b983110a3,C021,Meta_Ads,meta,2024-01-11 14:48:55,desktop,PT,128480
8a12fddd-14b2-468d-ab46-3679cec31863,b00e4919-2da2-40c9-ac68-7208f2d7a4eb,C008,SEO,organic,2025-04-03 08:45:25,desktop,IT,120788
22a5a615-c76d-4530-af4a-53c17f5980e1,ee3cff96-42d9-4930-87a8-f147af9684f1,C031,Email,email,2024-12-05 07:47:05,mobile,UK,400700
658b59b1-f843-4221-8917-4e1ad6409fbb,0d3dc108-6606-4446-b3f2-9f538f4efeb4,C005,Email,email,2024-06-23 07:45:01,mobile,IT,478373
bb31eb55-ca6d-4961-bfdf-38421386543c,0737962c-e34f-43c7-abe2-81665a6f6e91,C025,LinkedIn_Ads,linkedin,2024-05-04 16:09:10,tablet,UK,463518
d4bf73f6-d552-4275-81d6-68a705f1a36b,be41bcd2-f818-45b1-919e-68ad4218050a,C026,Email,email,2024-07-16 20:44:52,tablet,FR,442686
c19f638b-b718-410d-9663-8eb999442548,a1cde384-bd4c-41f5-840a-1cc5f4ab037b,C039,SEO,organic,2024-03-16 14:55:16,mobile,UK,28192
3de3158c-3cbf-4d91-88bb-1d92b8b236f9,f922ef40-ae6c-4b4a-89d3-37e63275e973,C026,LinkedIn_Ads,linkedin,2024-12-30 00:51:02,tablet,FR,400515
7deab67f-3b79-4ec5-8f17-b3189ee59b6b,2efbe5c7-688d-493d-8f0b-cf5c418eda15,C044,TikTok_Ads,tiktok,2025-01-03 01:06:55,desktop,FR,351141
a66b209b-4536-463a-bc7c-4f2e1d28342c,d0d95041-7821-438b-9022-cb0e73fc4110,C036,Email,email,2024-09-29 01:30:45,tablet,UK,228976
1ccfd467-9117-4d2d-9fdb-4089dfd6d594,66af771a-88ef-4cd0-94b0-cec4f98206d2,C036,LinkedIn_Ads,linkedin,2024-03-13 20:20:49,desktop,UK,356976
2906c24f-2338-46f4-bab2-6f3afc4e47ce,adc78ea2-f91b-4a25-9b7e-6a96d850ecb1,C025,Email,email,2025-05-10 04:03:03,tablet,PT,219045
45835506-4149-4274-8f66-9af2c00ff89e,5ad4000e-d434-4e8e-baef-8a71ba70dc50,C049,Email,email,2024-12-03 03:55:19,desktop,FR,460854
461e65d9-e9d4-48e1-95cf-a2d8ded0685b,ffffe4ae-af46-49ee-91ab-6cba24ffeaed,C046,Meta_Ads,meta,2025-09-08 03:58:58,mobile,IT,173618
e6ea3a20-c49c-41c2-800a-09d0ff974cad,4bd82a30-3010-4c80-8b82-3c7d6bf32912,C021,Meta_Ads,meta,2025-07-29 21:29:18,desktop,PT,28968
8b40197b-40d1-42da-be1e-38a2c564bb62,48150735-95fa-4ce1-8c48-5044521e2b1f,C037,Meta_Ads,meta,2024-08-14 16:40:29,mobile,DE,295094
d166e883-871c-4c94-809d-3aba1b902163,efedd896-04c3-4272-b0dd-d2a4a38499e5,C038,Email,email,2025-10-10 17:10:45,desktop,FR,107860
2beb092e-536b-4c54-9fc2-b8851e139614,c7a85314-9f97-40ff-94cf-f93f52bd298d,C012,Email,email,2024-04-01 05:43:26,tablet,ES,444913
a9c3eda8-91f8-4b80-96cb-8b6050de1a07,79872ca0-f8ce-4dec-9109-46680369daa5,C045,SEO,organic,2025-10-30 21:38:13,mobile,ES,486321
bb99dd10-3bda-406c-b9e6-d92aa2d79608,b71ad466-bb10-4393-9f09-56d54cecfaf2,C015,TikTok_Ads,tiktok,2024-05-05 06:27:19,tablet,UK,403241
4d7f0041-ece2-43b0-ac6f-071741bdb08a,d360f6f7-5eb0-4bbc-a445-86188a410f39,C034,Google_Ads,google,2024-12-22 22:43:53,mobile,UK,470334
512137ee-bd31-4e27-9bdd-8035574779b4,c06ce963-a11c-4d5c-bc1f-d14e8bbcf639,C018,Email,email,2024-02-21 02:56:29,mobile,DE,13209
11ec57f6-693d-4207-9ab6-9ff75f421a33,0fc2e21b-8a52-42a5-856b-e78d97113c27,C045,SEO,organic,2024-05-01 20:49:23,tablet,UK,186329
0b073bf5-6d1a-42b9-8c33-ec2ce8bd3be4,84fc7a19-8812-4ff4-896b-ed109708ef66,C006,TikTok_Ads,tiktok,2024-08-27 13:51:47,desktop,UK,415984
2a6b162e-604c-45d3-a4e4-cb735f5cdcf9,bc2b19c8-988c-4247-acf6-243fc4b407db,C006,TikTok_Ads,tiktok,2024-05-24 14:32:15,tablet,IT,416271
382eabff-4329-434c-b1cb-7a39f21d6ca3,16e32322-bb8c-44d1-b22e-5ac83314b7e5,C017,Meta_Ads,meta,2026-02-09 05:04:00,tablet,IT,107523
49c8a48c-56d1-46de-b53a-af3b44b6cfd6,1a9a6e2b-422a-4f26-abc5-3c0de8913a20,C031,Email,email,2025-09-14 15:16:59,tablet,IT,489177
c6ff0e88-6b27-4ba0-9a6f-87d0b604eee0,8c51047f-f66a-4d17-9d10-766900ba917c,C030,SEO,organic,2026-02-16 11:07:49,mobile,DE,17877
